customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Cust0337,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),63.59,1236.8,Yes
Cust0338,Female,0,No,No,50,Yes,No phone service,No,No internet service,No,Yes,No internet service,Yes,No internet service,Two year,Yes,Electronic check,29.49,1479.71,No
Cust0339,Male,0,No,No,53,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,76.09,4024.8,Yes
Cust0340,Male,0,No,Yes,44,Yes,No,DSL,Yes,No internet service,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),65.29,2851.42,No
Cust0341,Female,0,Yes,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),83.26,1126.54,No
Cust0342,Male,0,No,Yes,4,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),72.42,341.48,No
Cust0343,Female,0,Yes,Yes,0,Yes,No,DSL,No,No internet service,No,No,No internet service,Yes,Two year,No,Bank transfer (automatic),54.72,0.0,Yes
Cust0344,Male,0,Yes,No,1,No,Yes,Fiber optic,No internet service,Yes,No,No,No,Yes,One year,No,Credit card (automatic),79.9,84.32,No
Cust0345,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),78.85,2691.56,Yes
Cust0346,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),67.58,1222.03,No
Cust0347,Male,0,Yes,Yes,10,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,No,Two year,Yes,Bank transfer (automatic),71.04,702.57,Yes
Cust0348,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Mailed check,79.49,2641.03,No
Cust0349,Female,0,Yes,No,8,Yes,No phone service,DSL,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.87,479.71,Yes
Cust0350,Female,0,No,Yes,18,Yes,No,No,Yes,Yes,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),10.42,192.58,No
Cust0351,Female,0,No,No,15,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,57.83,875.26,No
Cust0352,Male,0,Yes,No,22,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,49.07,1096.49,No
Cust0353,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),75.87,2721.91,Yes
Cust0354,Male,0,Yes,No,30,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),63.29,1876.99,No
Cust0355,Male,0,No,Yes,61,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No,No internet service,One year,Yes,Electronic check,72.23,4428.6,No
Cust0356,Female,0,No,Yes,44,Yes,No,No,Yes,Yes,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),31.42,1389.04,No
Cust0357,Male,0,Yes,No,5,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),86.6,417.45,Yes
Cust0358,Male,0,Yes,No,36,Yes,No,DSL,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),42.04,1474.61,Yes
Cust0359,Female,1,No,Yes,31,No,No phone service,DSL,No,No internet service,No,Yes,Yes,No internet service,One year,No,Mailed check,49.59,1540.38,No
Cust0360,Male,0,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,One year,No,Mailed check,83.83,5609.96,No
Cust0361,Female,0,No,No,12,No,No,No,No,No,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,24.78,335.61,No
Cust0362,Female,0,No,No,70,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),60.68,4267.2,No
Cust0363,Male,0,No,No,42,No,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.0,3104.6,Yes
Cust0364,Female,0,No,No,8,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),70.64,504.47,Yes
Cust0365,Male,0,No,Yes,26,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),81.75,2092.59,No
Cust0366,Male,0,No,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),76.79,3100.06,No
Cust0367,Female,0,Yes,Yes,16,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,53.07,845.83,Yes
Cust0368,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),84.73,4996.69,Yes
Cust0369,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,83.95,1020.62,No
Cust0370,Female,0,No,Yes,32,Yes,No,DSL,No,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),56.49,1827.28,Yes
Cust0371,Male,0,No,Yes,31,Yes,Yes,DSL,No,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),52.04,1588.83,Yes
Cust0372,Male,0,No,Yes,28,Yes,No,DSL,No,Yes,No,No internet service,No,Yes,Month-to-month,No,Mailed check,43.64,1238.1,No
Cust0373,Male,0,No,Yes,51,No,Yes,Fiber optic,Yes,No,No internet service,No internet service,No internet service,Yes,One year,No,Credit card (automatic),82.02,4162.45,No
Cust0374,Female,0,No,Yes,33,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Two year,Yes,Credit card (automatic),76.48,2500.37,No
Cust0375,Female,0,No,Yes,29,Yes,No phone service,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),29.23,826.64,Yes
Cust0376,Male,0,Yes,No,42,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Two year,Yes,Mailed check,77.37,3226.38,No
Cust0377,Female,1,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),85.55,4447.53,No
Cust0378,Female,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,65.99,1749.51,No
Cust0379,Male,0,Yes,No,24,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,One year,No,Electronic check,81.84,1936.89,No
Cust0380,Female,0,Yes,Yes,50,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Electronic check,81.4,4081.07,No
Cust0381,Male,0,No,No,50,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),78.11,3894.23,Yes
Cust0382,Female,0,Yes,Yes,55,Yes,No phone service,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),61.07,3332.63,Yes
Cust0383,Male,0,No,Yes,13,Yes,No,DSL,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,42.78,536.79,Yes
Cust0384,Male,0,Yes,No,60,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,55.71,3326.39,No
Cust0385,Female,0,Yes,No,41,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,52.04,2101.83,Yes
Cust0386,Female,0,No,No,34,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),68.72,2333.2,No
Cust0387,Male,0,Yes,No,46,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),80.92,3779.52,Yes
Cust0388,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),94.87,114.32,Yes
Cust0389,Male,0,No,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No,Month-to-month,No,Electronic check,72.87,2910.5,No
Cust0390,Female,0,No,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,90.75,1974.28,No
Cust0391,Female,0,Yes,Yes,56,Yes,No,DSL,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,43.04,2406.13,Yes
Cust0392,Male,1,No,Yes,65,No,No phone service,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,68.0,4409.93,Yes
Cust0393,Female,0,Yes,No,61,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),53.65,3264.63,Yes
Cust0394,Male,0,No,No,39,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Credit card (automatic),74.51,2875.72,No
Cust0395,Male,0,No,No,70,Yes,Yes,No,No,Yes,No,No,No,No internet service,Two year,Yes,Credit card (automatic),23.34,1635.34,No
Cust0396,Male,1,Yes,No,24,Yes,No phone service,No,No internet service,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,14.24,330.04,Yes
Cust0397,Female,0,Yes,Yes,2,No,Yes,DSL,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,46.66,81.75,Yes
Cust0398,Female,0,Yes,No,25,Yes,No phone service,DSL,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,60.06,1485.83,Yes
Cust0399,Female,1,Yes,No,33,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,47.45,1588.81,Yes
Cust0400,Female,0,Yes,No,25,Yes,No,No,No,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Electronic check,35.16,904.07,No
Cust0401,Male,0,No,No,49,Yes,No,DSL,Yes,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),56.57,2794.63,Yes
Cust0402,Female,0,No,Yes,3,Yes,No phone service,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,Two year,No,Electronic check,86.34,266.85,No
Cust0403,Male,0,Yes,No,23,Yes,Yes,DSL,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,38.37,867.21,Yes
Cust0404,Female,0,Yes,No,43,Yes,No,No,No,No internet service,No internet service,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),31.6,1373.24,No
Cust0405,Male,0,No,No,9,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,One year,No,Electronic check,80.93,769.52,No
Cust0406,Male,0,Yes,Yes,27,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),50.43,1365.46,Yes
Cust0407,Male,0,No,No,39,Yes,Yes,No,No,No internet service,Yes,No internet service,No,No,One year,No,Mailed check,23.83,910.51,No
Cust0408,Female,0,Yes,Yes,3,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,49.27,174.74,No
Cust0409,Female,0,Yes,Yes,69,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,91.12,6278.98,No
Cust0410,Female,0,Yes,Yes,12,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),56.65,719.52,No
Cust0411,Female,0,No,Yes,18,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,41.82,700.43,No
Cust0412,Female,0,Yes,No,26,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),43.2,1122.8,Yes
Cust0413,Male,0,Yes,Yes,14,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),79.92,1121.35,Yes
Cust0414,Female,0,No,Yes,7,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No,No,Two year,No,Credit card (automatic),47.57,345.59,No
Cust0415,Male,0,Yes,No,67,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,Two year,No,Electronic check,76.72,5154.72,No
Cust0416,Male,0,No,No,51,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,43.13,2194.32,No
Cust0417,Male,0,Yes,No,70,Yes,No,DSL,No,No,No internet service,No,Yes,No internet service,Two year,Yes,Electronic check,54.45,3799.33,No
Cust0418,Female,0,Yes,Yes,26,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,53.32,1358.64,Yes
Cust0419,Male,0,No,Yes,19,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),68.05,1325.22,Yes
Cust0420,Female,1,Yes,No,49,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,No,Month-to-month,Yes,Electronic check,74.45,3631.57,Yes
Cust0421,Male,0,Yes,No,12,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),52.79,623.45,Yes
Cust0422,Female,0,No,Yes,71,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),45.08,3179.32,No
Cust0423,Female,0,Yes,Yes,45,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,66.46,3020.97,No
Cust0424,Female,0,Yes,Yes,15,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No,Two year,No,Mailed check,82.8,1210.1,Yes
Cust0425,Female,0,No,No,14,No,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),75.23,1060.92,Yes
Cust0426,Female,0,No,Yes,10,Yes,No,DSL,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),49.68,493.77,Yes
Cust0427,Male,0,Yes,No,36,No,No phone service,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),78.11,2849.22,No
Cust0428,Female,0,Yes,Yes,57,No,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),78.96,4492.27,No
Cust0429,Male,0,No,Yes,18,No,No,DSL,Yes,No internet service,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),51.74,917.13,No
Cust0430,Female,0,Yes,Yes,43,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),51.89,2207.83,No
Cust0431,Male,0,No,No,39,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,No,Mailed check,69.06,2695.69,No
Cust0432,Female,0,Yes,No,70,Yes,No,DSL,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,28.66,1994.7,No
Cust0433,Female,0,No,Yes,5,Yes,No phone service,DSL,Yes,No internet service,Yes,No,No internet service,No internet service,Two year,No,Electronic check,44.27,237.78,No
Cust0434,Male,1,No,No,59,Yes,Yes,DSL,No,No,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),51.36,3039.53,No
Cust0435,Male,1,Yes,Yes,66,Yes,No,No,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,No,Mailed check,36.74,2405.48,Yes
Cust0436,Male,0,Yes,Yes,31,Yes,No,No,No internet service,No,Yes,No,No internet service,Yes,One year,No,Electronic check,27.88,871.38,No
Cust0437,Male,0,Yes,No,37,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),56.03,2074.17,No
Cust0438,Female,0,Yes,No,22,Yes,No,DSL,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,37.57,807.05,Yes
Cust0439,Female,0,Yes,Yes,65,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),53.91,3516.08,Yes
Cust0440,Male,0,Yes,No,52,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),43.71,2249.01,No
Cust0441,Male,0,No,No,18,No,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),59.16,1074.03,No
Cust0442,Male,0,No,No,21,Yes,No phone service,DSL,Yes,No internet service,No,No,Yes,Yes,One year,No,Credit card (automatic),62.11,1312.41,No
Cust0443,Female,1,No,No,24,Yes,No phone service,DSL,No internet service,No internet service,No,No,Yes,No internet service,Two year,Yes,Credit card (automatic),53.41,1273.02,Yes
Cust0444,Male,0,No,Yes,67,Yes,No,No,Yes,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),26.73,1783.23,Yes
Cust0445,Female,0,Yes,Yes,39,No,Yes,DSL,Yes,Yes,No,No internet service,No,No,Two year,No,Electronic check,45.0,1753.26,No
Cust0446,Female,0,Yes,No,43,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),31.86,1369.91,No
Cust0447,Female,0,Yes,Yes,63,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Two year,Yes,Credit card (automatic),80.8,5116.5,Yes
Cust0448,Male,0,Yes,Yes,59,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),65.84,3885.26,Yes
Cust0449,Male,0,No,Yes,65,Yes,Yes,DSL,No internet service,No,No,No,Yes,Yes,Two year,Yes,Electronic check,62.74,4097.14,No
Cust0450,Male,0,Yes,Yes,18,Yes,Yes,DSL,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),45.02,786.64,No
Cust0451,Female,1,Yes,Yes,18,Yes,Yes,No,No internet service,Yes,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,38.49,703.35,Yes
Cust0452,Male,0,Yes,No,59,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,58.16,3441.47,Yes
Cust0453,Male,0,Yes,Yes,61,No,No,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),41.75,2603.45,Yes
Cust0454,Female,1,Yes,Yes,7,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,No,Two year,No,Mailed check,54.67,381.0,Yes
Cust0455,Male,1,Yes,Yes,16,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,66.68,1088.83,Yes
Cust0456,Female,0,No,No,15,Yes,No,DSL,No internet service,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,46.53,709.85,No
Cust0457,Female,0,No,No,38,Yes,No,DSL,No,No internet service,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),51.19,1947.41,No
Cust0458,Female,0,No,Yes,7,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),46.54,329.89,Yes
Cust0459,Male,1,Yes,Yes,53,Yes,No,DSL,Yes,No internet service,No,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),66.3,3522.24,No
Cust0460,Female,0,No,No,57,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,93.1,5330.4,No
Cust0461,Female,1,No,Yes,10,Yes,Yes,DSL,No,No internet service,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),64.16,637.98,Yes
Cust0462,Male,0,No,No,61,Yes,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),90.82,5519.05,Yes
Cust0463,Male,0,No,Yes,4,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,50.86,197.76,Yes
Cust0464,Male,1,No,No,55,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,75.52,4138.01,Yes
Cust0465,Male,0,No,Yes,63,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,No,Electronic check,75.02,4694.27,Yes
Cust0466,Male,0,No,Yes,28,No,No phone service,DSL,No,Yes,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,55.41,1585.08,No
Cust0467,Female,0,No,Yes,11,Yes,No,DSL,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,45.69,507.2,Yes
Cust0468,Male,1,No,Yes,0,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Two year,No,Electronic check,72.13,0.0,Yes
Cust0469,Female,0,Yes,Yes,7,Yes,No,DSL,No,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,47.59,300.93,Yes
Cust0470,Male,0,Yes,Yes,13,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),45.04,597.24,No
Cust0471,Female,0,Yes,Yes,69,Yes,Yes,No,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),21.17,1467.83,No
Cust0472,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,78.27,4048.28,Yes
Cust0473,Male,0,No,No,69,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,82.19,5692.0,No
Cust0474,Female,0,Yes,Yes,21,Yes,No phone service,DSL,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.89,1141.47,Yes
Cust0475,Female,1,No,No,67,Yes,No phone service,No,No internet service,Yes,No internet service,No,Yes,No,One year,Yes,Mailed check,25.07,1684.19,Yes
Cust0476,Female,0,Yes,No,44,Yes,No,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Two year,No,Electronic check,58.99,2593.3,No
Cust0477,Female,0,Yes,No,36,Yes,No,No,Yes,No internet service,No,No,No internet service,No,One year,No,Electronic check,17.74,641.52,No
Cust0478,Female,0,Yes,Yes,5,Yes,No,DSL,No,Yes,No,No internet service,No,No,One year,No,Electronic check,42.75,177.43,No
Cust0479,Male,0,Yes,Yes,39,Yes,No,Fiber optic,No,No internet service,No,Yes,No,Yes,One year,No,Electronic check,79.77,3108.29,No
Cust0480,Female,1,Yes,Yes,68,Yes,Yes,DSL,No,No,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),59.22,3995.61,Yes
Cust0481,Female,0,No,Yes,28,Yes,Yes,DSL,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),61.71,1730.32,No
Cust0482,Male,0,Yes,No,10,Yes,No phone service,No,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),28.86,300.33,Yes
Cust0483,Male,0,No,No,67,Yes,Yes,No,No internet service,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),17.65,1175.95,Yes
Cust0484,Female,0,Yes,No,34,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,One year,Yes,Electronic check,69.91,2377.24,Yes
Cust0485,Female,0,Yes,No,62,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),45.25,2787.66,No
Cust0486,Female,0,No,Yes,0,Yes,No phone service,No,No,No internet service,Yes,No,No internet service,No,One year,No,Electronic check,17.0,0.0,Yes
Cust0487,Male,0,Yes,Yes,4,No,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),79.6,339.51,Yes
Cust0488,Female,0,No,No,65,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No internet service,No,One year,No,Electronic check,47.7,3068.4,No
Cust0489,Female,0,Yes,Yes,15,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),71.76,1072.58,Yes
Cust0490,Male,0,No,No,53,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,One year,Yes,Electronic check,84.45,4458.05,No
Cust0491,Female,0,No,No,61,Yes,No,DSL,No,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),53.72,3283.82,Yes
Cust0492,Male,1,No,Yes,71,Yes,No,DSL,No internet service,Yes,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),60.16,4258.21,No
Cust0493,Male,1,Yes,No,35,No,Yes,DSL,Yes,No internet service,Yes,No,No internet service,Yes,One year,Yes,Mailed check,59.88,2076.95,No
Cust0494,Male,1,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,One year,No,Credit card (automatic),69.97,2070.23,No
Cust0495,Female,0,Yes,Yes,39,Yes,No,DSL,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,59.02,2262.31,Yes
Cust0496,Female,0,Yes,No,68,No,Yes,No,No,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Electronic check,26.33,1792.55,Yes
Cust0497,Female,0,No,No,40,Yes,No,DSL,No internet service,No internet service,No,No,Yes,No internet service,One year,No,Mailed check,56.84,2253.49,Yes
Cust0498,Female,0,Yes,No,24,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,65.16,1569.63,No
Cust0499,Male,0,Yes,Yes,63,No,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,79.24,4984.48,Yes
Cust0500,Female,0,No,No,54,Yes,No,No,No,No internet service,Yes,No,No internet service,No,Two year,Yes,Bank transfer (automatic),21.09,1168.57,No
Cust0501,Female,0,No,No,39,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),70.37,2735.71,No
Cust0502,Male,0,Yes,No,6,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),69.1,440.49,Yes
Cust0503,Female,1,Yes,No,43,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),81.74,3529.92,Yes
Cust0504,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,68.92,3320.34,No
Cust0505,Male,0,No,No,65,No,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,74.04,4832.12,Yes
Cust0506,Female,0,Yes,No,61,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Month-to-month,No,Mailed check,78.78,4824.6,No
